,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,310,,B3,338 BAY 10 STREET,,11228,2,0,2,"1,740","1,876",1950,1,B3,"400,000",02/06/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,316,,B3,350 BAY 10 STREET,,11228,2,0,2,"1,740","1,683",1950,1,B3,"1,338,000",07/02/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,30,,B1,245 BAY 14TH STREET,,11214,2,0,2,"1,552","1,536",1940,1,B1,0,10/16/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,88,,B1,287 BAY 14 STREET,,11214,2,0,2,"1,964","1,546",1930,1,B1,0,02/27/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,183,,B9,8857 16 AVENUE,,11214,2,0,2,"2,144","1,188",1940,1,B9,"925,000",08/06/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,205,,B9,8907 16TH AVENUE,,11214,2,0,2,"2,111","1,188",1940,1,B9,"1,150,000",01/13/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,208,,B9,8911 16TH AVENUE,,11214,2,0,2,"2,108","1,188",1940,1,B9,"995,000",09/24/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,214,,B1,270 BAY 14 STREET,,11214,2,0,2,"1,795","1,152",1930,1,B1,"883,800",10/31/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,276,,B3,263 BAY 13TH STREET,,11214,2,0,2,"1,649",928,1940,1,B3,0,03/09/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,336,,B3,1143 SHORE PARKWAY,,11214,2,0,2,"2,282","2,340",1945,1,B3,"1,350,000",11/20/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,11,,B9,8853 17TH AVENUE,,11214,2,0,2,"1,920","2,280",1960,1,B9,0,03/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,139,,B9,8880 BAY 16 STREET,,11214,2,0,2,"1,920","2,280",1960,1,B9,"1,405,000",11/18/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,55,,B1,8844 18TH AVENUE,,11214,2,0,2,"1,808","1,320",1950,1,B1,"1,250,000",09/29/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,94,,B1,1317 SHORE PARKWAY,,11214,2,0,2,"1,979","1,440",1950,1,B1,0,01/07/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,104,,B1,8903 18 AVENUE,,11214,2,0,2,"1,820","1,320",1950,1,B1,0,02/04/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,116,,B1,8875 18TH AVENUE,,11214,2,0,2,"1,820","1,320",1950,1,B1,0,07/09/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,31,,B1,238 BAY 20TH STREET,,11214,2,0,2,"1,983","1,306",1945,1,B1,0,03/05/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,62,,B1,306 BAY 20 STREET,,11214,2,0,2,"1,600","1,824",1940,1,B1,"990,000",02/11/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,1,,B9,226 BAY 22 STREET,,11214,2,0,2,"2,813","3,460",1940,1,B9,0,09/07/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,7,,B9,242 BAY 22 STREET,,11214,2,0,2,"2,127","1,652",1940,1,B9,"988,000",02/03/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,10,,B9,250 BAY 22 STREET,,11214,2,0,2,"2,127","1,652",1940,1,B9,0,09/30/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,100,,B3,8829 19TH AVENUE,,11214,2,0,2,"2,127","1,631",1940,1,B3,0,09/12/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6466,23,,B9,8828 20TH AVENUE,,11214,2,0,2,"2,182","1,869",1945,1,B9,0,03/26/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6466,60,,B9,263 BAY 22ND ST,,11214,2,0,2,"2,262","1,673",1945,1,B9,"1,230,000",11/24/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6466,61,,B9,261 BAY 22ND STREET,,11214,2,0,2,"2,253","1,673",1945,1,B9,0,09/25/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,2,,B9,8876 20 AVENUE,,11214,2,0,2,"1,980","1,993",1945,1,B9,"990,000",10/09/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,48,,B9,1391 SHORE PARKWAY,,11214,2,0,2,"2,090","1,993",1945,1,B9,0,02/07/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,51,,B9,1383 SHORE PARKWAY,,11214,2,0,2,"2,090","1,993",1945,1,B9,"1,300,000",03/11/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,70,,B1,1922 19TH LANE,,11214,2,0,2,"1,520","1,584",1945,1,B1,"950,000",04/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6480,43,,B9,8964 15TH AVENUE,,11228,2,0,2,"2,546","2,070",1950,1,B9,"999,950",12/23/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6480,51,,B9,8946 15TH AVENUE,,11228,2,0,2,"1,740","1,863",1950,1,B9,"1,100,000",09/12/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6485,86,,B9,1593 INDEPENDENCE AVE,,11228,2,0,2,"1,763",992,1960,1,B9,"720,000",02/06/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6357,58,,C0,58 BAY 7TH STREET,,11228,3,0,3,"2,320","2,160",1930,1,C0,10,09/12/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6359,50,,C0,8626 15 AVENUE,,11228,3,0,3,"2,320","3,040",1935,1,C0,0,08/05/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6359,61,,C0,8658 15 AVENUE,,11228,3,0,3,"2,320","2,160",1930,1,C0,0,06/12/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6365,5,,C0,1667 BENSON AVENUE,,11214,3,0,3,"2,157","2,632",1925,1,C0,0,06/09/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6365,52,,C0,8622 17 AVENUE,,11214,3,0,3,"2,167","3,060",1910,1,C0,"1,360,000",09/09/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6365,71,,C0,8666 17TH AVENUE,,11214,3,0,3,"2,094","2,352",1920,1,C0,"1,630,000",08/12/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6366,22,,C0,8649 17 AVENUE,,11214,3,0,3,"2,030","3,150",2004,1,C0,0,07/27/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6367,68,,C0,50 BAY 17TH STREET,,11214,3,0,3,"4,833","5,808",1920,1,C0,0,02/20/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6368,6,,C0,69 BAY 17 STREET,,11214,3,0,3,"4,833","3,164",1905,1,C0,0,12/04/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6368,6,,C0,69 BAY 17 STREET,,11214,3,0,3,"4,833","3,164",1905,1,C0,0,02/12/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6372,69,,C0,40 BAY 22ND STREET,,11214,3,0,3,"1,837","2,821",1965,1,C0,0,06/10/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6372,73,,C0,52 BAY 22 STREET,,11214,3,0,3,"2,803","3,265",1965,1,C0,"1,950,000",11/13/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6372,74,,C0,54 BAY 22ND STREET,,11214,3,0,3,"1,837","3,135",1965,1,C0,"1,490,000",03/23/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6374,73,,C0,8648 20 AVENUE,,11214,3,0,3,"3,182","4,945",1930,1,C0,0,11/12/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6377,34,,C0,15 BAY 26TH STREET,,11214,3,0,3,"3,867","2,284",1901,1,C0,0,10/19/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6378,49,,C0,14 BAY 28TH STREET,,11214,3,0,3,"1,933","3,160",1960,1,C0,"1,800,000",08/12/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6380,14,,C0,63 BAY 29 STREET,,11214,3,0,3,"3,867","4,055",1920,1,C0,0,09/16/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6380,33,,C0,21 BAY 29TH STREET,,11214,3,0,3,"2,904","2,376",1997,1,C0,0,10/15/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6392,51,,C0,106 BAY 8TH STREET,,11228,3,0,3,"2,248","2,970",1930,1,C0,"1,285,000",02/06/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6395,68,,C0,148 BAY 11TH STREET,,11228,3,0,3,"2,908","6,295",2024,1,C0,"2,341,975",04/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6396,18,,C0,137 BAY 11 STREET,,11228,3,0,3,"5,620","3,108",1920,1,C0,"1,800,000",01/13/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6397,60,,C0,122 BAY 13TH STREET,,11214,3,0,3,"2,654","2,400",1920,1,C0,0,06/17/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6397,60,,C0,122 BAY 13TH STREET,,11214,3,0,3,"2,654","2,400",1920,1,C0,0,07/02/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6400,6,,C0,1711 BATH AVENUE,,11214,3,0,3,"1,450","2,787",1925,1,C0,"915,000",09/19/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6400,65,,C0,8686 BAY 16 STREET,,11214,3,0,3,"2,127","2,032",1910,1,C0,0,07/10/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6401,45,,C0,140 BAY 17 STREET,,11214,3,0,3,"2,910","3,300",1994,1,C0,0,12/23/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6401,64,,C0,92 BAY 17TH STREET,,11214,3,0,3,"3,818","3,217",1925,1,C0,"1,890,000",01/26/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,55,,C0,142 BAY 25TH STREET,,11214,3,0,3,"2,900","7,169",2023,1,C0,"2,912,195",10/28/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,60,,C0,152 BAY 25 STREET,,11214,3,0,3,"2,870","3,585",1996,1,C0,0,04/13/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6410,20,,C0,133 BAY 25TH STREET,,11214,3,0,3,"2,900","2,138",1915,1,C0,"1,480,000",09/05/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6410,59,,C0,134 BAY 26 STREET,,11214,3,0,3,"5,800","3,731",1910,1,C0,0,06/04/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6413,1,,C0,162 BAY 29TH STREET,,11214,3,0,3,"2,916","3,127",2023,1,C0,"2,392,888",04/01/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6413,72,,C0,156 BAY 29TH STREET,,11214,3,0,3,"2,755","3,036",2024,1,C0,"2,321,610",01/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6413,74,,C0,158 BAY 29TH STREET,,11214,3,0,3,"1,932","3,036",2023,1,C0,"2,000,000",07/02/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6413,76,,C0,160 BAY 29TH STREET,,11214,3,0,3,"1,932","3,036",2023,1,C0,"2,291,063",04/15/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6414,20,,C0,127 BAY 29 STREET,,11214,3,0,3,"2,900","3,840",2008,1,C0,0,02/03/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6414,20,,C0,127 BAY 29 STREET,,11214,3,0,3,"2,900","3,840",2008,1,C0,"2,300,000",04/08/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6414,28,,C0,115 BAY 29 STREET,,11214,3,0,3,"2,900","3,866",2008,1,C0,0,10/21/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6424,43,,C0,1418 BATH AVENUE,,11228,3,0,3,"2,368","2,621",1950,1,C0,"1,475,000",11/18/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6424,142,,C0,1414 BATH AVENUE,,11228,3,0,3,"2,416","2,568",1950,1,C0,"1,475,000",11/18/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6428,17,,C0,223 BAY 10TH STREET,,11228,3,0,3,"2,320","3,544",1970,1,C0,0,03/31/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6428,56,,C0,206 BAY 11TH STREET,,11228,3,0,3,"2,803","2,016",1991,1,C0,0,05/06/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6431,163,,C0,210 BAY 14TH STREET,,11214,3,0,3,"2,552","2,898",1960,1,C0,"1,650,000",12/19/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6438,15,,C0,205 BAY 20 STREET,,11214,3,0,3,"1,852","3,120",1901,1,C0,0,01/22/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6440,12,,C0,209 BAY 22ND STREET,,11214,3,0,3,"3,077","2,694",1901,1,C0,0,10/21/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6441,21,,C0,191 BAY 23RD STREET,,11214,3,0,3,"1,633","2,600",1910,1,C0,0,01/20/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6441,35,,C0,8762 20TH AVE,,11214,3,0,3,"4,130","2,752",1901,1,C0,"1,600,000",11/25/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6443,21,,C0,181A BAY 25TH STREET,,11214,3,0,3,"2,900","4,778",2024,1,C0,"2,800,000",02/13/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6443,22,,C0,181 BAY 25TH STREET,,11214,3,0,3,"2,900","3,584",2024,1,C0,"2,851,100",05/28/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6444,16,,C0,199 BAY 26TH STREET,,11214,3,0,3,"1,933","3,720",2001,1,C0,0,06/09/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6444,57,,C0,8812 21 AVENUE,,11214,3,0,3,"2,030","2,800",1975,1,C0,0,06/18/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6459,14,,C0,321 BAY 8 STREET,,11228,3,0,3,"2,845","3,321",1998,1,C0,0,01/23/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6460,31,,C0,8879 15 AVENUE,,11228,3,0,3,"1,933","3,162",1930,1,C0,0,03/12/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6460,88,,C0,315 BAY 10TH STREET,,11228,3,0,3,"1,933","1,860",1955,1,C0,"1,220,000",09/16/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6460,198,,C0,247 BAY 11 STREET,,11228,3,0,3,"1,980","2,820",1950,1,C0,"1,480,000",09/24/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5763,24,,A5,842 67TH STREET,,11220,1,0,1,"2,000","1,905",1935,1,A5,"1,300,000",08/22/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5763,27,,A5,848 67 ST,,11220,1,0,1,"1,900","1,905",1935,1,A5,0,11/26/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5763,32,,A5,858 67 STREET,,11220,1,0,1,"1,600","1,056",1935,1,A5,0,10/02/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5763,132,,A5,860 67TH STREET,,11220,1,0,1,"1,600","1,056",1935,1,A5,0,05/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5839,7,,A5,137 67 STREET,,11220,1,0,1,"1,575","2,379",1940,1,A5,0,05/21/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5839,32,,A1,6640 BERGEN PLACE,,11220,1,0,1,"6,000","1,900",1925,1,A1,"1,999,000",05/12/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5852,25,,A4,162 SENATOR STREET,,11220,1,0,1,"2,000","1,600",1905,1,A4,"1,850,000",06/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5852,42,,A9,6742 RIDGE BOULEVARD,,11220,1,0,1,"2,000","2,076",1905,1,A9,0,10/16/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5852,119,,A4,146 SENATOR STREET,,11220,1,0,1,"2,000","1,600",1905,1,A4,"1,650,000",07/16/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5858,47,,A5,731 68TH STREET,,11220,1,0,1,"1,467","1,192",1920,1,A5,0,01/12/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5858,51,,A5,723 68TH STREET,,11220,1,0,1,"1,500","1,192",1920,1,A5,0,04/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5860,115,,A5,6814 COLONIAL ROAD,,11220,1,0,1,"1,150","1,296",1925,1,A5,0,03/11/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5860,116,,A5,6816 COLONIAL ROAD,,11220,1,0,1,"1,148","1,296",1925,1,A5,0,06/11/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5862,18,,A5,6806 MADELINE COURT,,11220,1,0,1,"1,400","1,192",1925,1,A5,"938,000",03/27/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5862,90,,A5,6815 MADELINE COURT,,11220,1,0,1,"1,411","1,192",1925,1,A5,"1,020,000",10/06/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5865,23,,A5,536 68TH STREET,,11220,1,0,1,"1,700","1,616",1905,1,A5,"1,108,000",04/14/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5869,18,,A1,66 BAY RIDGE AVENUE,,11220,1,0,1,"2,600","1,760",1915,1,A1,0,05/05/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5869,21,,A5,78 BAY RIDGE AVENUE,,11220,1,0,1,"2,000","2,210",1941,1,A5,"1,400,000",08/19/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5874,45,,A5,584 BAY RIDGE AVENUE,,11220,1,0,1,"1,075",960,1930,1,A5,0,05/26/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5874,48,,A5,6912 6 AVENUE,,11209,1,0,1,"1,231",960,1920,1,A5,0,12/19/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5877,29,,A2,854 BAY RIDGE AVENUE,,11220,1,0,1,"2,000","1,673",1940,1,A2,"950,000",06/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5882,8,,A5,7007 NARROWS AVENUE,,11209,1,0,1,"1,827","1,344",1925,1,A5,"1,285,000",12/15/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5882,46,,A5,7001 LOUISE TERRACE,,11209,1,0,1,998,"1,330",1925,1,A5,"1,310,000",06/29/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5885,23,,A5,7006 RIDGE CREST TERRACE,,11209,1,0,1,"1,983","1,938",1925,1,A5,0,06/15/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5885,57,,A5,7013 RIDGE CREST TERRACE,,11209,1,0,1,"1,942","1,938",1925,1,A5,"1,490,000",08/01/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5885,73,,A5,7020 PERRY TERRACE,,11209,1,0,1,"1,983","1,520",1920,1,A5,0,01/26/2026
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5885,99,,A5,7007 PERRY TERRACE,,11209,1,0,1,"1,917","1,938",1925,1,A5,0,08/01/2025
Brooklyn Rolling Sales. All Sales From August 2025 - July 2026,3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5888,25,,A4,84 71ST STREET,,11209,1,0,1,"2,000","1,708",1925,1,A4,0,01/12/2026
